Order ID,Product Name,Quantity Ordered,Price Each,Order Date,Purchase Address
2673,Wired Headphones,1,11.99,2020-10-25 23:59:55,665 San Francisco CA
2674,Google Phone,3,600.0,2020-07-14 20:03:25,646 Boston MA
2675,ThinkPad Laptop,2,999.99,2020-01-15 16:00:16,760 Los Angeles CA
2676,27in 4K Gaming Monitor,3,389.99,2020-03-25 06:53:15,119 Boston MA
2677,Vareebadd Phone,1,400.0,2020-07-13 00:50:22,869 Boston MA
2678,Lightning Charging Cable,3,14.99,2020-09-18 23:30:15,336 Atlanta GA
2679,20in Monitor,1,109.99,2020-05-01 08:00:19,868 San Francisco CA
2680,USB-C Charging Cable,3,11.99,2020-07-19 05:54:46,249 Atlanta GA
2681,iPhone,4,700.0,2020-12-16 21:02:43,953 San Francisco CA
2682,ThinkPad Laptop,4,999.99,2020-09-21 12:51:10,962 Atlanta GA
2683,20in Monitor,3,109.99,2020-11-26 16:30:43,929 San Francisco CA
2684,Wired Headphones,4,11.99,2020-10-17 23:21:41,831 San Francisco CA
2685,Macbook Pro Laptop,1,1700.0,2020-04-20 03:56:09,365 Boston MA
2686,20in Monitor,1,109.99,2020-08-10 01:09:42,404 San Francisco CA
2687,LG Dryer,2,600.0,2020-08-22 15:22:44,415 San Francisco CA
2688,iPhone,1,700.0,2020-08-03 04:14:22,734 Los Angeles CA
2689,34in Ultrawide Monitor,2,379.99,2020-02-21 11:33:51,370 New York City NY
2690,LG Washing Machine,2,600.0,2020-10-20 16:12:08,973 New York City NY
2691,LG Washing Machine,1,600.0,2020-10-11 02:10:14,900 Atlanta GA
2692,AAA Batteries (4-pack),4,3.99,2020-11-29 06:49:40,986 New York City NY
2693,Wired Headphones,3,11.99,2020-01-31 20:34:09,508 New York City NY
2694,LG Dryer,4,600.0,2020-01-08 19:35:08,735 Los Angeles CA
2695,Lightning Charging Cable,2,14.99,2020-05-17 03:17:36,834 Atlanta GA
2696,27in 4K Gaming Monitor,2,389.99,2020-03-16 04:04:20,683 Atlanta GA
2697,20in Monitor,2,109.99,2020-04-13 13:57:24,946 San Francisco CA
2698,20in Monitor,1,109.99,2020-07-30 15:51:28,991 Los Angeles CA
2699,27in 4K Gaming Monitor,1,389.99,2020-04-16 19:59:18,135 New York City NY
2700,iPhone,3,700.0,2020-01-23 07:00:28,652 Los Angeles CA
2701,Macbook Pro Laptop,4,1700.0,2020-01-15 16:49:22,639 New York City NY
2702,20in Monitor,4,109.99,2020-09-18 18:07:31,190 Los Angeles CA
2703,iPhone,2,700.0,2020-02-01 13:28:46,261 Boston MA
2704,27in FHD Monitor,3,149.99,2020-09-14 08:31:41,709 Atlanta GA
2705,AAA Batteries (4-pack),1,3.99,2020-06-23 16:39:09,724 Atlanta GA
2706,USB-C Charging Cable,2,11.99,2020-04-24 18:15:49,432 San Francisco CA
2707,27in 4K Gaming Monitor,4,389.99,2020-11-16 04:50:46,761 New York City NY
2708,Lightning Charging Cable,1,14.99,2020-05-13 18:14:33,623 Boston MA
2709,Vareebadd Phone,4,400.0,2020-11-09 14:17:23,906 New York City NY
2710,Macbook Pro Laptop,2,1700.0,2020-11-27 23:30:49,655 New York City NY
2711,ThinkPad Laptop,1,999.99,2020-12-28 13:54:56,195 New York City NY
2712,Flatscreen TV,1,300.0,2020-10-28 12:41:25,526 Boston MA
2713,iPhone,3,700.0,2020-12-16 10:41:07,308 New York City NY
2714,Flatscreen TV,3,300.0,2020-11-30 22:49:49,552 San Francisco CA
2715,27in 4K Gaming Monitor,1,389.99,2020-03-24 11:28:55,441 San Francisco CA
2716,USB-C Charging Cable,2,11.99,2020-02-28 03:43:10,901 Los Angeles CA
2717,Macbook Pro Laptop,3,1700.0,2020-07-12 10:34:31,328 Atlanta GA
2718,Google Phone,2,600.0,2020-08-26 00:49:11,436 San Francisco CA
2719,Flatscreen TV,1,300.0,2020-05-10 04:44:41,852 Boston MA
2720,Lightning Charging Cable,4,14.99,2020-05-04 09:44:57,248 Boston MA
2721,USB-C Charging Cable,3,11.99,2020-07-28 10:16:06,387 San Francisco CA
2722,27in 4K Gaming Monitor,4,389.99,2020-02-21 01:26:17,999 Los Angeles CA
2723,Google Phone,1,600.0,2020-11-28 18:21:03,867 San Francisco CA
2724,27in FHD Monitor,2,149.99,2020-02-15 07:36:26,487 Atlanta GA
2725,Google Phone,3,600.0,2020-08-31 09:46:14,704 Atlanta GA
2726,LG Washing Machine,3,600.0,2020-06-03 22:02:40,334 New York City NY
2727,ThinkPad Laptop,2,999.99,2020-08-11 15:56:20,952 Atlanta GA
2728,20in Monitor,1,109.99,2020-02-13 05:01:55,385 San Francisco CA
2729,LG Washing Machine,2,600.0,2020-12-12 06:45:10,869 Los Angeles CA
2730,iPhone,1,700.0,2020-12-15 03:24:24,264 Los Angeles CA
2731,Google Phone,1,600.0,2020-05-10 21:18:27,968 San Francisco CA
2732,LG Washing Machine,2,600.0,2020-02-23 22:59:22,992 New York City NY
2733,Google Phone,1,600.0,2020-05-10 22:53:57,133 Atlanta GA
2734,Lightning Charging Cable,3,14.99,2020-10-26 23:33:32,352 Los Angeles CA
2735,iPhone,3,700.0,2020-01-05 20:12:14,379 Atlanta GA
2736,Vareebadd Phone,3,400.0,2020-09-02 10:01:24,600 Boston MA
2737,34in Ultrawide Monitor,3,379.99,2020-11-27 23:40:25,693 Boston MA
2738,27in 4K Gaming Monitor,4,389.99,2020-09-26 12:36:19,356 Los Angeles CA
2739,27in 4K Gaming Monitor,3,389.99,2020-03-02 03:37:15,578 Atlanta GA
2740,Wired Headphones,3,11.99,2020-10-12 22:07:46,454 San Francisco CA
2741,Vareebadd Phone,3,400.0,2020-11-21 00:35:05,473 San Francisco CA
2742,ThinkPad Laptop,3,999.99,2020-05-01 19:11:11,662 Los Angeles CA
2743,Vareebadd Phone,4,400.0,2020-02-25 23:48:30,964 Los Angeles CA
2744,Google Phone,1,600.0,2020-07-18 21:01:37,118 Atlanta GA
2745,Wired Headphones,3,11.99,2020-09-15 15:30:51,642 Los Angeles CA
2746,Macbook Pro Laptop,3,1700.0,2020-01-12 11:08:39,539 Los Angeles CA
2747,Macbook Pro Laptop,1,1700.0,2020-02-19 23:01:20,460 New York City NY
2748,USB-C Charging Cable,1,11.99,2020-06-18 06:21:33,186 Boston MA
2749,Wired Headphones,1,11.99,2020-12-01 07:28:19,698 Los Angeles CA
2750,Vareebadd Phone,1,400.0,2020-03-10 23:47:39,774 Los Angeles CA
2751,Lightning Charging Cable,4,14.99,2020-11-17 07:12:55,980 Boston MA
2752,USB-C Charging Cable,4,11.99,2020-03-23 01:33:12,297 Boston MA
2753,34in Ultrawide Monitor,1,379.99,2020-10-29 01:05:55,912 Los Angeles CA
2754,34in Ultrawide Monitor,1,379.99,2020-05-13 00:23:12,662 Los Angeles CA
2755,Vareebadd Phone,2,400.0,2020-01-05 11:12:58,362 Atlanta GA
2756,iPhone,4,700.0,2020-12-07 05:13:12,732 New York City NY
2757,34in Ultrawide Monitor,2,379.99,2020-10-06 05:18:32,714 Atlanta GA
2758,Lightning Charging Cable,1,14.99,2020-02-16 07:34:37,854 Boston MA
2759,Macbook Pro Laptop,4,1700.0,2020-08-15 18:40:20,854 New York City NY
2760,Google Phone,4,600.0,2020-02-17 22:05:11,395 New York City NY
2761,27in FHD Monitor,4,149.99,2020-11-01 09:32:01,871 Boston MA
2762,AAA Batteries (4-pack),1,3.99,2020-12-13 07:19:19,417 San Francisco CA
2763,ThinkPad Laptop,3,999.99,2020-12-17 14:11:11,390 San Francisco CA
2764,Flatscreen TV,3,300.0,2020-08-26 11:31:45,246 Atlanta GA
2765,iPhone,4,700.0,2020-10-12 19:40:20,565 Boston MA
2766,USB-C Charging Cable,4,11.99,2020-06-04 23:29:43,380 San Francisco CA
2767,USB-C Charging Cable,4,11.99,2020-10-07 14:14:18,890 Atlanta GA
2768,USB-C Charging Cable,4,11.99,2020-02-24 17:01:29,339 Atlanta GA
2769,Vareebadd Phone,1,400.0,2020-02-28 17:09:50,537 Atlanta GA
2770,iPhone,3,700.0,2020-09-14 21:30:42,140 Boston MA
2771,Macbook Pro Laptop,4,1700.0,2020-04-08 18:00:03,271 Atlanta GA
2772,Flatscreen TV,3,300.0,2020-02-06 04:37:56,157 Los Angeles CA
2773,27in 4K Gaming Monitor,1,389.99,2020-01-18 06:54:11,670 Atlanta GA
2774,USB-C Charging Cable,3,11.99,2020-05-25 15:51:36,296 Los Angeles CA
2775,27in FHD Monitor,2,149.99,2020-09-20 10:50:26,585 San Francisco CA
2776,LG Dryer,4,600.0,2020-08-26 17:51:19,212 Atlanta GA
2777,34in Ultrawide Monitor,2,379.99,2020-10-21 15:52:11,925 Atlanta GA
2778,Flatscreen TV,3,300.0,2020-09-28 23:32:18,882 New York City NY
2779,ThinkPad Laptop,2,999.99,2020-07-17 17:53:11,937 New York City NY
2780,Macbook Pro Laptop,1,1700.0,2020-04-03 22:13:40,149 New York City NY
2781,20in Monitor,1,109.99,2020-12-28 16:38:31,368 San Francisco CA
2782,iPhone,1,700.0,2020-10-14 00:53:07,347 Boston MA
2783,Vareebadd Phone,1,400.0,2020-12-30 11:46:00,360 New York City NY
2784,Google Phone,2,600.0,2020-04-29 02:50:39,843 Boston MA
2785,ThinkPad Laptop,4,999.99,2020-12-19 02:30:16,743 New York City NY
2786,LG Dryer,1,600.0,2020-12-18 04:01:52,840 Los Angeles CA
2787,Flatscreen TV,3,300.0,2020-05-29 22:43:07,990 Los Angeles CA
2788,34in Ultrawide Monitor,1,379.99,2020-12-13 14:51:54,740 Los Angeles CA
2789,Flatscreen TV,2,300.0,2020-01-15 00:00:54,425 Atlanta GA
2790,Wired Headphones,3,11.99,2020-04-30 15:52:48,290 New York City NY
2791,27in FHD Monitor,3,149.99,2020-10-01 09:23:10,507 Atlanta GA
2792,Lightning Charging Cable,3,14.99,2020-11-13 04:21:20,601 New York City NY
2793,27in 4K Gaming Monitor,2,389.99,2020-08-31 05:16:51,497 Los Angeles CA
2794,Macbook Pro Laptop,4,1700.0,2020-03-09 09:43:43,976 Atlanta GA
2795,Lightning Charging Cable,3,14.99,2020-11-29 23:45:35,434 New York City NY
2796,iPhone,4,700.0,2020-07-28 20:36:14,947 New York City NY
2797,20in Monitor,1,109.99,2020-03-01 14:06:34,185 New York City NY
2798,Google Phone,1,600.0,2020-01-20 04:54:00,985 Los Angeles CA
2799,Vareebadd Phone,4,400.0,2020-08-21 00:27:21,395 New York City NY
2800,AAA Batteries (4-pack),2,3.99,2020-12-29 09:17:35,214 New York City NY
2801,LG Washing Machine,4,600.0,2020-03-15 06:05:25,738 Los Angeles CA
2802,Wired Headphones,2,11.99,2020-07-17 12:36:28,435 Atlanta GA
2803,Lightning Charging Cable,1,14.99,2020-08-25 20:20:36,927 New York City NY
2804,Lightning Charging Cable,1,14.99,2020-03-24 08:02:50,212 Los Angeles CA
2805,iPhone,3,700.0,2020-07-18 22:02:06,831 Los Angeles CA
2806,Flatscreen TV,1,300.0,2020-08-28 07:09:45,544 Boston MA
2807,AAA Batteries (4-pack),1,3.99,2020-06-14 14:18:17,442 Boston MA
2808,20in Monitor,4,109.99,2020-03-02 15:03:48,987 Atlanta GA
2809,20in Monitor,4,109.99,2020-09-05 16:29:00,193 San Francisco CA
2810,34in Ultrawide Monitor,1,379.99,2020-11-19 02:24:10,648 San Francisco CA
2811,27in FHD Monitor,3,149.99,2020-02-16 00:47:03,452 New York City NY
2812,27in 4K Gaming Monitor,3,389.99,2020-08-23 23:27:07,492 Boston MA
2813,Lightning Charging Cable,2,14.99,2020-03-11 05:11:34,546 Atlanta GA
2814,USB-C Charging Cable,3,11.99,2020-09-28 16:12:25,486 Atlanta GA
2815,Google Phone,1,600.0,2020-01-13 09:15:22,100 San Francisco CA
2816,ThinkPad Laptop,2,999.99,2020-11-03 17:14:03,918 Boston MA
2817,LG Washing Machine,1,600.0,2020-03-18 13:55:56,415 Atlanta GA
2818,Lightning Charging Cable,1,14.99,2020-05-29 14:36:09,256 Atlanta GA
2819,LG Washing Machine,4,600.0,2020-04-19 14:45:56,999 Atlanta GA
2820,USB-C Charging Cable,1,11.99,2020-12-23 22:30:16,625 Los Angeles CA
2821,Vareebadd Phone,1,400.0,2020-06-24 08:26:44,722 Boston MA
2822,LG Washing Machine,2,600.0,2020-01-27 03:51:07,222 New York City NY
2823,34in Ultrawide Monitor,2,379.99,2020-10-06 04:42:24,729 Boston MA
2824,LG Washing Machine,3,600.0,2020-05-28 08:34:12,152 Los Angeles CA
2825,27in FHD Monitor,3,149.99,2020-06-15 23:31:55,110 San Francisco CA
2826,Wired Headphones,4,11.99,2020-07-16 20:44:53,333 New York City NY
2827,AAA Batteries (4-pack),1,3.99,2020-09-13 08:16:08,802 San Francisco CA
2828,ThinkPad Laptop,2,999.99,2020-10-05 05:25:34,492 San Francisco CA
2829,34in Ultrawide Monitor,4,379.99,2020-06-21 04:51:34,536 New York City NY
2830,34in Ultrawide Monitor,2,379.99,2020-01-03 09:22:01,157 Atlanta GA
2831,34in Ultrawide Monitor,4,379.99,2020-09-27 10:43:23,809 Atlanta GA
2832,LG Dryer,1,600.0,2020-08-27 11:44:11,450 New York City NY
2833,Wired Headphones,1,11.99,2020-02-01 06:01:08,718 Atlanta GA
2834,ThinkPad Laptop,4,999.99,2020-02-01 06:08:54,319 Atlanta GA
2835,LG Washing Machine,4,600.0,2020-01-15 10:48:31,685 Boston MA
2836,AAA Batteries (4-pack),3,3.99,2020-12-29 13:19:05,666 Boston MA
2837,USB-C Charging Cable,1,11.99,2020-10-14 15:41:35,809 Atlanta GA
2838,ThinkPad Laptop,2,999.99,2020-06-12 18:28:04,674 Boston MA
2839,20in Monitor,3,109.99,2020-01-26 07:30:47,920 Atlanta GA
2840,27in FHD Monitor,3,149.99,2020-12-19 03:36:32,385 San Francisco CA
2841,27in FHD Monitor,4,149.99,2020-10-13 18:09:09,181 Los Angeles CA
2842,Wired Headphones,2,11.99,2020-06-18 01:41:35,365 New York City NY
2843,Macbook Pro Laptop,3,1700.0,2020-12-01 10:09:57,439 Boston MA
2844,20in Monitor,4,109.99,2020-10-09 21:47:03,319 Los Angeles CA
2845,Lightning Charging Cable,4,14.99,2020-06-02 10:12:34,949 New York City NY
2846,LG Dryer,3,600.0,2020-03-06 04:15:53,821 San Francisco CA
2847,LG Washing Machine,2,600.0,2020-11-02 14:19:33,404 Boston MA
2848,Flatscreen TV,3,300.0,2020-11-01 01:13:26,242 Atlanta GA
2849,Lightning Charging Cable,4,14.99,2020-04-08 20:11:53,467 Boston MA
2850,USB-C Charging Cable,3,11.99,2020-10-08 19:25:10,292 Atlanta GA
2851,27in 4K Gaming Monitor,2,389.99,2020-06-25 23:37:13,646 New York City NY
2852,LG Dryer,1,600.0,2020-04-19 17:55:29,800 San Francisco CA
2853,USB-C Charging Cable,4,11.99,2020-08-14 04:52:32,469 Atlanta GA
2854,LG Dryer,2,600.0,2020-12-12 16:48:58,871 Boston MA
2855,Vareebadd Phone,3,400.0,2020-02-02 09:45:57,416 Boston MA
2856,27in 4K Gaming Monitor,3,389.99,2020-12-22 14:01:15,853 San Francisco CA
2857,ThinkPad Laptop,2,999.99,2020-07-05 20:48:50,395 New York City NY
2858,USB-C Charging Cable,4,11.99,2020-09-13 02:45:11,273 Boston MA
2859,34in Ultrawide Monitor,2,379.99,2020-04-26 10:53:21,690 San Francisco CA
2860,Lightning Charging Cable,2,14.99,2020-11-29 14:33:57,547 Los Angeles CA
2861,27in 4K Gaming Monitor,2,389.99,2020-11-15 21:53:14,745 Los Angeles CA
2862,ThinkPad Laptop,2,999.99,2020-07-30 17:30:25,955 San Francisco CA
2863,27in FHD Monitor,3,149.99,2020-08-22 07:00:00,771 New York City NY
2864,LG Dryer,2,600.0,2020-05-08 21:14:00,191 Los Angeles CA
2865,27in FHD Monitor,1,149.99,2020-03-11 14:22:23,838 Boston MA
2866,20in Monitor,4,109.99,2020-08-09 04:18:44,598 Atlanta GA
2867,Vareebadd Phone,2,400.0,2020-05-07 08:21:40,356 San Francisco CA
2868,27in FHD Monitor,1,149.99,2020-09-17 23:13:56,734 San Francisco CA
2869,Flatscreen TV,3,300.0,2020-05-22 11:10:55,554 New York City NY
2870,27in 4K Gaming Monitor,2,389.99,2020-11-04 20:47:57,291 Boston MA
2871,Wired Headphones,2,11.99,2020-02-28 22:35:32,340 Los Angeles CA
2872,LG Dryer,1,600.0,2020-04-21 13:44:26,556 Boston MA
2873,Macbook Pro Laptop,2,1700.0,2020-04-29 08:55:34,554 Boston MA
2874,Google Phone,1,600.0,2020-07-26 12:08:11,692 Los Angeles CA
2875,USB-C Charging Cable,1,11.99,2020-08-11 09:35:15,907 Los Angeles CA
2876,LG Washing Machine,4,600.0,2020-12-14 07:48:28,916 Boston MA
2877,27in 4K Gaming Monitor,2,389.99,2020-08-08 06:19:32,311 San Francisco CA
2878,27in 4K Gaming Monitor,2,389.99,2020-05-04 01:21:35,727 Atlanta GA
2879,34in Ultrawide Monitor,4,379.99,2020-11-22 12:30:58,260 New York City NY
2880,Flatscreen TV,1,300.0,2020-12-30 17:04:43,176 Los Angeles CA
2881,Flatscreen TV,2,300.0,2020-11-16 01:37:02,794 Boston MA
2882,Flatscreen TV,1,300.0,2020-05-20 08:16:01,771 Los Angeles CA
2883,34in Ultrawide Monitor,3,379.99,2020-10-17 12:37:49,255 New York City NY
2884,Lightning Charging Cable,4,14.99,2020-10-22 12:16:30,536 Boston MA
2885,27in FHD Monitor,4,149.99,2020-12-22 10:12:42,231 Boston MA
2886,27in FHD Monitor,1,149.99,2020-08-15 02:20:53,699 New York City NY
2887,Lightning Charging Cable,3,14.99,2020-02-19 01:14:10,178 Atlanta GA
2888,ThinkPad Laptop,1,999.99,2020-11-03 12:53:12,421 San Francisco CA
2889,Vareebadd Phone,3,400.0,2020-08-09 06:16:41,325 Atlanta GA
2890,Lightning Charging Cable,1,14.99,2020-12-12 22:04:56,803 New York City NY
2891,Macbook Pro Laptop,3,1700.0,2020-12-25 06:11:04,700 Atlanta GA
2892,Google Phone,1,600.0,2020-08-22 18:09:46,288 Boston MA
2893,ThinkPad Laptop,3,999.99,2020-08-28 22:16:25,937 New York City NY
2894,20in Monitor,2,109.99,2020-08-21 14:53:01,742 Los Angeles CA
2895,USB-C Charging Cable,3,11.99,2020-06-06 14:04:46,529 Los Angeles CA
2896,Google Phone,4,600.0,2020-08-31 13:51:38,729 Los Angeles CA
2897,20in Monitor,4,109.99,2020-03-15 11:24:15,192 Atlanta GA
2898,USB-C Charging Cable,3,11.99,2020-02-02 13:12:16,688 San Francisco CA
2899,Flatscreen TV,3,300.0,2020-11-12 14:10:31,400 San Francisco CA
2900,Flatscreen TV,4,300.0,2020-03-31 21:15:37,166 Atlanta GA
2901,Wired Headphones,4,11.99,2020-05-07 07:03:04,236 Atlanta GA
2902,AAA Batteries (4-pack),1,3.99,2020-10-04 17:08:29,517 San Francisco CA
2903,20in Monitor,4,109.99,2020-11-27 07:22:42,788 Los Angeles CA
2904,Vareebadd Phone,2,400.0,2020-10-03 02:24:50,934 San Francisco CA
2905,27in FHD Monitor,2,149.99,2020-03-10 03:04:12,547 Los Angeles CA
2906,LG Dryer,4,600.0,2020-10-15 05:36:57,715 San Francisco CA
2907,Vareebadd Phone,1,400.0,2020-04-17 13:48:01,953 Boston MA
2908,Wired Headphones,3,11.99,2020-02-26 00:31:01,571 New York City NY
2909,27in 4K Gaming Monitor,1,389.99,2020-02-02 00:43:41,531 New York City NY
2910,Macbook Pro Laptop,3,1700.0,2020-02-11 07:33:35,961 Atlanta GA
2911,34in Ultrawide Monitor,4,379.99,2020-01-24 17:56:09,715 Boston MA
2912,iPhone,2,700.0,2020-06-04 00:34:54,666 Los Angeles CA
2913,LG Washing Machine,4,600.0,2020-05-24 02:00:56,838 San Francisco CA
2914,Lightning Charging Cable,2,14.99,2020-10-12 02:10:27,207 New York City NY
2915,ThinkPad Laptop,1,999.99,2020-05-23 22:32:36,989 Atlanta GA
2916,Lightning Charging Cable,1,14.99,2020-05-14 09:33:27,117 New York City NY
2917,Wired Headphones,4,11.99,2020-06-28 12:28:48,613 San Francisco CA
2918,Flatscreen TV,1,300.0,2020-02-27 05:55:55,697 San Francisco CA
2919,20in Monitor,1,109.99,2020-07-14 08:31:52,943 San Francisco CA
2920,iPhone,4,700.0,2020-11-22 20:51:41,878 Los Angeles CA
2921,LG Dryer,3,600.0,2020-02-09 08:44:08,473 Atlanta GA
2922,ThinkPad Laptop,1,999.99,2020-06-12 19:37:45,898 Atlanta GA
2923,Google Phone,3,600.0,2020-11-09 20:07:39,423 Atlanta GA
2924,LG Dryer,1,600.0,2020-01-13 08:52:36,310 San Francisco CA
2925,USB-C Charging Cable,3,11.99,2020-11-09 06:33:32,910 Los Angeles CA
2926,20in Monitor,4,109.99,2020-02-08 06:37:53,755 New York City NY
2927,iPhone,3,700.0,2020-07-01 14:39:07,456 Atlanta GA
2928,Lightning Charging Cable,1,14.99,2020-03-09 01:25:25,137 Los Angeles CA
2929,LG Washing Machine,1,600.0,2020-01-19 02:54:18,255 New York City NY
2930,Google Phone,4,600.0,2020-02-22 11:07:57,985 Atlanta GA
2931,Macbook Pro Laptop,4,1700.0,2020-07-04 17:40:19,853 Boston MA
2932,20in Monitor,2,109.99,2020-11-09 12:28:16,332 Boston MA
2933,AAA Batteries (4-pack),1,3.99,2020-11-13 02:28:48,844 Atlanta GA
2934,Lightning Charging Cable,4,14.99,2020-12-30 17:33:56,499 New York City NY
2935,20in Monitor,1,109.99,2020-03-08 17:44:12,746 San Francisco CA
2936,ThinkPad Laptop,3,999.99,2020-06-12 19:41:24,750 Los Angeles CA
2937,34in Ultrawide Monitor,4,379.99,2020-12-02 23:26:28,362 Los Angeles CA
2938,ThinkPad Laptop,3,999.99,2020-10-19 19:53:37,413 Los Angeles CA
2939,ThinkPad Laptop,1,999.99,2020-10-11 21:11:21,231 Los Angeles CA
2940,Google Phone,3,600.0,2020-08-20 21:42:51,255 San Francisco CA
2941,20in Monitor,4,109.99,2020-07-13 23:03:20,598 Atlanta GA
2942,iPhone,4,700.0,2020-08-12 16:40:22,551 Los Angeles CA
2943,20in Monitor,2,109.99,2020-02-06 02:39:39,896 Atlanta GA
2944,ThinkPad Laptop,3,999.99,2020-05-11 04:54:15,844 San Francisco CA
2945,LG Washing Machine,4,600.0,2020-11-27 15:37:15,124 Boston MA
2946,Flatscreen TV,3,300.0,2020-03-12 21:51:22,528 Atlanta GA
2947,20in Monitor,4,109.99,2020-04-15 09:17:09,739 San Francisco CA
2948,USB-C Charging Cable,2,11.99,2020-04-03 20:56:54,544 Los Angeles CA
2949,LG Washing Machine,2,600.0,2020-12-12 00:10:11,832 San Francisco CA
2950,27in 4K Gaming Monitor,2,389.99,2020-05-10 15:46:22,164 Atlanta GA
2951,20in Monitor,1,109.99,2020-01-30 08:37:11,913 Los Angeles CA
2952,Google Phone,3,600.0,2020-02-20 18:33:51,367 Los Angeles CA
2953,27in 4K Gaming Monitor,4,389.99,2020-02-13 19:21:38,803 Los Angeles CA
2954,Vareebadd Phone,2,400.0,2020-02-26 21:21:22,867 San Francisco CA
2955,AAA Batteries (4-pack),4,3.99,2020-01-24 16:16:09,857 Boston MA
2956,27in FHD Monitor,1,149.99,2020-07-28 05:04:30,996 New York City NY
2957,Flatscreen TV,2,300.0,2020-06-10 04:13:11,146 New York City NY
2958,27in 4K Gaming Monitor,4,389.99,2020-05-20 21:33:42,592 Los Angeles CA
2959,LG Washing Machine,2,600.0,2020-06-19 08:34:57,981 Atlanta GA
2960,27in 4K Gaming Monitor,4,389.99,2020-03-20 21:33:44,681 Atlanta GA
2961,20in Monitor,4,109.99,2020-12-04 21:28:57,566 Los Angeles CA
2962,20in Monitor,2,109.99,2020-07-15 11:20:39,623 Los Angeles CA
2963,Wired Headphones,2,11.99,2020-04-29 03:09:42,237 Atlanta GA
2964,Macbook Pro Laptop,1,1700.0,2020-10-06 22:02:50,862 San Francisco CA
2965,Macbook Pro Laptop,1,1700.0,2020-11-10 00:22:47,723 New York City NY
2966,LG Dryer,4,600.0,2020-03-15 14:16:06,253 Los Angeles CA
2967,Macbook Pro Laptop,2,1700.0,2020-11-26 06:37:56,686 Boston MA
2968,USB-C Charging Cable,2,11.99,2020-03-13 01:09:08,240 Atlanta GA
2969,Macbook Pro Laptop,2,1700.0,2020-03-05 09:19:12,339 Los Angeles CA
2970,ThinkPad Laptop,3,999.99,2020-03-28 14:01:49,125 Atlanta GA
2971,LG Dryer,2,600.0,2020-10-02 22:08:49,426 Boston MA
2972,ThinkPad Laptop,2,999.99,2020-02-08 05:45:34,244 Atlanta GA
2973,20in Monitor,4,109.99,2020-12-26 19:06:47,889 Atlanta GA
2974,LG Dryer,4,600.0,2020-06-08 20:07:10,789 Atlanta GA
2975,Wired Headphones,3,11.99,2020-02-23 03:41:21,493 New York City NY
2976,Flatscreen TV,4,300.0,2020-06-14 01:40:47,462 New York City NY
2977,Google Phone,3,600.0,2020-08-11 03:20:02,503 Los Angeles CA
2978,Google Phone,2,600.0,2020-06-16 14:18:04,829 San Francisco CA
2979,Vareebadd Phone,3,400.0,2020-03-27 12:07:09,410 Boston MA
2980,27in FHD Monitor,3,149.99,2020-10-02 15:15:10,730 New York City NY
2981,LG Dryer,3,600.0,2020-02-15 21:50:50,182 Atlanta GA
2982,LG Washing Machine,4,600.0,2020-04-09 03:12:45,675 San Francisco CA
2983,USB-C Charging Cable,1,11.99,2020-10-18 00:46:08,648 Los Angeles CA
2984,iPhone,3,700.0,2020-04-03 05:41:27,393 Boston MA
2985,Flatscreen TV,1,300.0,2020-12-13 05:29:26,580 San Francisco CA
2986,Wired Headphones,1,11.99,2020-01-16 19:51:54,779 Boston MA
2987,Wired Headphones,1,11.99,2020-08-16 09:10:11,361 San Francisco CA
2988,Vareebadd Phone,1,400.0,2020-02-22 23:28:25,267 Los Angeles CA
2989,34in Ultrawide Monitor,4,379.99,2020-01-14 11:26:15,218 Atlanta GA
2990,LG Dryer,1,600.0,2020-02-14 13:56:22,721 Boston MA
2991,AAA Batteries (4-pack),3,3.99,2020-06-10 20:31:26,658 New York City NY
2992,iPhone,3,700.0,2020-05-01 11:52:43,938 Atlanta GA
2993,iPhone,4,700.0,2020-08-16 16:06:09,614 Los Angeles CA
2994,Lightning Charging Cable,4,14.99,2020-07-22 20:27:03,426 San Francisco CA
2995,Wired Headphones,3,11.99,2020-06-09 17:45:56,321 Atlanta GA
2996,20in Monitor,3,109.99,2020-07-14 13:38:15,903 Boston MA
2997,iPhone,3,700.0,2020-12-17 11:34:24,883 Boston MA
2998,LG Washing Machine,3,600.0,2020-12-23 22:00:14,616 Los Angeles CA
2999,Flatscreen TV,1,300.0,2020-08-02 14:36:43,752 New York City NY
3000,Lightning Charging Cable,3,14.99,2020-11-13 04:08:46,129 San Francisco CA
3001,Lightning Charging Cable,3,14.99,2020-03-05 12:02:18,919 Boston MA
3002,USB-C Charging Cable,2,11.99,2020-09-19 00:59:50,782 San Francisco CA
3003,iPhone,1,700.0,2020-04-22 08:37:39,973 Boston MA
3004,34in Ultrawide Monitor,2,379.99,2020-07-21 21:33:55,993 Los Angeles CA
3005,LG Washing Machine,2,600.0,2020-01-27 18:20:12,537 New York City NY
3006,27in 4K Gaming Monitor,1,389.99,2020-05-10 21:32:15,442 New York City NY
3007,USB-C Charging Cable,1,11.99,2020-09-24 06:53:55,692 Los Angeles CA
3008,Flatscreen TV,1,300.0,2020-08-04 15:49:57,631 Boston MA
3009,Google Phone,1,600.0,2020-10-15 09:24:53,727 San Francisco CA
3010,USB-C Charging Cable,2,11.99,2020-04-08 15:35:35,994 San Francisco CA
3011,27in FHD Monitor,2,149.99,2020-05-14 00:50:16,265 New York City NY
